Word;phon;lemme;cgram;freqlemfilms2;freqfilms2;islem;nblettres;puorth;puphon;nbsyll;cgramortho
petit;p°ti;petit;NOM;221,75;131,7;1;5;5;4;2;ADJ,ADV,NOM
perdre;pERdR;perdre;VER;546,08;131,47;1;6;6;5;1;VER
année;ane;année;NOM;316,25;129,64;1;5;5;3;2;NOM
semble;s@bl;sembler;VER;229,25;128,91;0;6;0;0;1;VER
ailleurs;aj9R;ailleurs;ADV;128,74;128,74;1;8;6;4;2;ADV
écrit;ekRi;écrire;VER;305,92;128,35;0;5;5;4;2;VER,ADJ,NOM
voyons;vwaj§;voir;VER;4119,43;127,93;0;6;0;0;2;VER
ensuite;@s8it;ensuite;ADV;127,92;127,92;1;7;6;5;2;ADV
honneur;on9R;honneur;NOM;130,69;126,78;1;7;5;3;2;NOM
hôpital;opital;hôpital;NOM;133,15;126,08;1;7;3;4;3;NOM
retard;R°taR;retard;NOM;126,45;125,65;1;6;6;5;2;NOM
visage;vizaZ;visage;NOM;141,23;125,52;1;6;6;5;2;NOM
simple;s5pl;simple;ADJ;137,69;124,57;1;6;6;4;1;ADJ,NOM
vieux;vj2;vieux;NOM;145,73;124,54;1;5;5;3;1;ADJ,NOM
oncle;§kl;oncle;NOM;126,71;124,11;1;5;4;3;1;NOM
essayé;esEje;essayer;VER;670,4;124,02;0;6;0;0;3;VER
garder;gaRde;garder;VER;338,4;123,09;1;6;6;5;2;VER
pouvais;puvE;pouvoir;VER;5524,47;122,61;0;7;0;0;2;VER
photo;foto;photo;NOM;209,1;122,47;1;5;5;4;2;NOM
patron;patR§;patron;NOM;141,53;122,44;1;6;6;5;2;NOM
adore;adOR;adorer;VER;193,67;121,69;0;5;0;0;2;VER
appris;apRi;apprendre;VER;348,47;120,98;0;6;6;4;2;VER,ADJ
parlez;paRle;parler;VER;1970,55;120,79;0;6;0;5;2;VER
soleil;solEj;soleil;NOM;123,34;120,72;1;6;6;5;2;NOM
propre;pROpR;propre;ADJ;163,24;120,61;1;6;6;5;1;ADJ,NOM
dollars;dolaR;dollar;NOM;134,1;120,22;0;7;0;4;2;NOM
général;ZeneRal;général;NOM;124,83;119,61;1;7;7;7;3;ADJ,NOM
maître;mEtR;maître;NOM;128,55;118,88;1;6;6;4;1;ADJ,NOM
gueule;g9l;gueule;NOM;125,22;118,45;1;6;6;3;1;NOM,VER
donnez;done;donner;VER;1209,67;118,36;0;6;0;4;2;VER
toute;tut;toute;ADJ:ind;118,32;118,32;1;5;5;3;1;ADJ,ADJ:ind,PRO:ind
équipe;ekip;équipe;NOM;129,97;118;1;6;6;4;2;NOM,VER
rappelle;RapEl;rappeler;VER;281,75;117,92;0;8;0;4;2;VER
changé;S@Ze;changer;VER;411,99;117,83;0;6;6;4;2;VER,ADJ
autres;otR;autre;ADJ;786,09;117,61;0;6;6;3;1;ADJ,NOM,ADJ:num,ADV,PRO:ind
bizarre;bizaR;bizarre;ADJ;131,41;117,31;1;7;7;5;2;ADJ
cheveux;S°v2;cheveu;NOM;121,27;116,16;0;7;0;4;2;NOM
lumière;lymjER;lumière;NOM;134,83;116,02;1;7;5;4;2;NOM
rapport;RapOR;rapport;NOM;140,08;115,57;1;7;7;5;2;NOM
acheter;aS°te;acheter;VER;290,7;115,27;1;7;7;5;3;VER
génial;Zenjal;génial;ADJ;134,47;115,27;1;6;6;6;2;ADJ
propos;pRopo;propos;NOM;115,21;115,21;1;6;6;5;2;NOM
content;k§t@;content;ADJ;178,94;114,75;1;7;7;4;2;VER,ADJ,NOM
étiez;etje;être;VER;32236,5;114,69;0;5;0;4;2;AUX,VER
devons;d°v§;devoir;VER;3232,57;114,35;0;6;0;0;2;VER,NOM
chemin;S°m5;chemin;NOM;125,18;114,34;1;6;6;4;2;NOM
inquiète;5kjEt;inquiéter;VER;212,16;114,06;0;8;0;0;2;ADJ,VER
tirer;tiRe;tirer;VER;415,14;113,71;1;5;5;4;2;VER
choix;Swa;choix;NOM;113,35;113,35;1;5;5;3;1;NOM
petits;p°ti;petit;ADJ;1106,8;112,92;0;6;0;4;2;ADJ,NOM
sécurité;sekyRite;sécurité;NOM;113,17;112,69;1;8;8;8;4;NOM
livre;livR;livre;NOM;198,11;112,43;1;5;5;4;1;NOM,VER
morte;mORt;mourir;VER;916,4;112,36;0;5;0;0;1;ADJ,NOM,VER
médecin;mEds5;médecin;NOM;140,19;112,35;1;7;7;5;2;NOM
voyage;vwajaZ;voyage;NOM;123,17;112,19;1;6;6;6;2;NOM,VER
excuse;Ekskyz;excuser;VER;399,19;111,82;0;6;6;6;2;NOM,VER
table;tabl;table;NOM;118,37;111,44;1;5;5;4;1;NOM,VER
dessus;d°sy;dessus;ADV;111,19;111,19;1;6;6;4;2;ADV,NOM
salle;sal;salle;NOM;116,91;111,1;1;5;4;3;1;NOM
fallait;falE;falloir;VER;1653,76;110,88;0;7;0;0;2;VER
pièce;pjEs;pièce;NOM;151,1;110,66;1;5;4;4;1;NOM
tiens;tj5;tenir;VER;504,69;110,63;0;5;5;3;1;VER,NOM,ADJ:pos,ONO,PRO:pos
libre;libR;libre;ADJ;134,42;110,36;1;5;5;4;1;ADJ
ferais;f°RE;faire;VER;8813,48;110,19;0;6;0;0;2;VER
début;deby;début;NOM;114,31;109,88;1;5;5;4;2;NOM
monte;m§t;monter;VER;277,32;109,76;0;5;5;0;1;VER
sommes;sOm;être;AUX;8074,24;109,26;0;6;0;3;1;NOM,VER,AUX
devait;d°vE;devoir;VER;3232,57;108,88;0;6;0;0;2;VER
devenir;d°v°niR;devenir;VER;438,57;108,83;1;7;5;4;3;NOM,VER
lettre;lEtR;lettre;NOM;156,77;108,79;1;6;6;4;1;NOM
allais;alE;aller;VER;9992,77;108,69;0;6;0;0;2;VER
courant;kuR@;courant;NOM;111,58;108,69;1;7;7;4;2;ADJ,NOM,VER
pieds;pje;pied;NOM;214,08;108,57;0;5;0;3;1;NOM
force;fORs;force;NOM;151,96;108,29;1;5;5;4;1;ADJ:ind,NOM,VER
pouvait;puvE;pouvoir;VER;5524,47;108,02;0;7;0;0;2;VER
sujet;syZE;sujet;NOM;120,42;107,92;1;5;5;4;2;ADJ,NOM
hôtel;otEl;hôtel;NOM;114,67;107,73;1;5;5;4;2;NOM
bateau;bato;bateau;NOM;124,82;106,55;1;6;6;4;2;NOM
nouveau;nuvo;nouveau;NOM;229,97;106,48;1;7;7;4;2;ADJ,NOM
trucs;tRyk;truc;NOM;381,34;106,41;0;5;0;4;1;NOM
armes;aRm;arme;NOM;220,22;105,82;0;5;0;3;1;NOM,VER
peuple;p2pl;peuple;NOM;111,36;105,65;1;6;6;4;1;NOM,VER
avion;avj§;avion;NOM;128,35;105,54;1;5;5;4;2;NOM
silence;sil@s;silence;NOM;106,43;105,53;1;7;7;5;2;NOM
restez;REste;rester;VER;1003,56;105,52;0;6;0;5;2;VER
revenir;R°v°niR;revenir;VER;618,62;105,46;1;7;6;6;3;VER
derrière;dERjER;derrière;PRE;105,1;105,1;1;8;6;4;2;ADV,NOM,PRE
calme;kalm;calme;NOM;105,2;105,08;1;5;5;4;1;ADJ,NOM,VER
espèce;EspEs;espèce;NOM;116,51;105,04;1;6;4;4;2;NOM
entrez;@tRe;entrer;VER;450,11;104,85;0;6;0;4;2;VER
semaines;s°mEn;semaine;NOM;290,85;104,84;0;8;0;5;2;NOM
oublie;ubli;oublier;VER;486,96;104,78;0;6;6;4;2;NOM,VER
plein;pl5;plein;ADJ;208,75;104,57;1;5;5;3;1;ADJ,ADV,NOM,PRE
mange;m@Z;manger;VER;467,82;103,81;0;5;0;0;1;VER
connaît;konE;connaître;VER;961,03;103,42;0;7;0;4;2;VER
honte;§t;honte;NOM;103,4;103,26;1;5;5;2;1;NOM
sauver;sove;sauver;VER;246,54;103,1;1;6;6;4;2;VER
colonel;kolonEl;colonel;NOM;103,7;102,86;1;7;6;7;3;NOM
commencé;kom@se;commencer;VER;436,83;102,62;0;8;0;6;3;VER
soyez;swaje;être;VER;32236,5;102,17;0;5;0;0;2;AUX,VER
passé;pase;passé;ADJ;115,89;101,77;1;5;5;4;2;VER,ADJ,ADV,NOM
jolie;Zoli;joli;ADJ;226,45;101,54;0;5;5;4;2;ADJ
erreur;ER9R;erreur;NOM;124,15;101,33;1;6;5;3;2;NOM
accident;aksid@;accident;NOM;108,21;100,11;1;8;8;6;3;NOM
message;mesaZ;message;NOM;117,11;99,7;1;7;7;5;2;NOM
meilleur;mEj9R;meilleur;ADJ;221,17;99,59;1;8;4;4;2;ADJ,ADV,NOM
tenez;t°ne;tenir;VER;504,69;99,49;0;5;0;0;2;VER
effet;efE;effet;NOM;116,75;99,17;1;5;5;3;2;NOM
chérie;SeRi;chéri;NOM;171,98;98,95;0;6;0;4;2;ADJ,NOM,VER
envoie;@vwa;envoyer;VER;360,16;98,92;0;6;0;4;2;VER
manque;m@k;manquer;VER;253,94;98,77;0;6;6;3;1;NOM,VER
froid;fRwa;froid;ADJ;127,22;98,43;1;5;5;4;1;ADJ,NOM
disais;dizE;dire;VER;5946,15;98,37;0;6;0;0;2;VER
sorte;sORt;sorte;NOM;114,73;98,33;1;5;5;4;1;NOM,VER
désolée;dezole;désoler;VER;297,27;98,22;0;7;0;6;3;VER,ADJ
cadeau;kado;cadeau;NOM;125,79;98,09;1;6;5;4;2;NOM
foutre;futR;foutre;VER;400,67;97,99;1;6;6;4;1;NOM,VER
bordel;bORdEl;bordel;NOM;98,77;97,84;1;6;6;6;2;NOM
doute;dut;doute;NOM;108,18;97,51;1;5;5;3;1;NOM,VER
occuper;okype;occuper;VER;375,14;97,22;1;7;6;5;3;VER
scène;sEn;scène;NOM;107,96;96,66;1;5;5;3;1;NOM
finir;finiR;finir;VER;557,61;96,48;1;5;5;5;2;VER
compte;k§t;compter;VER;227,78;96,47;0;6;6;3;1;NOM,VER
carte;kaRt;carte;NOM;144,96;96,11;1;5;5;4;1;NOM
pourtant;puRt@;pourtant;ADV;95,8;95,8;1;8;6;5;2;ADV
appelez;ap°le;appeler;VER;1165,48;95,78;0;7;0;5;3;VER
pareil;paREj;pareil;ADJ;133,45;95,18;1;6;6;5;2;ADJ,ADV,NOM
soirée;swaRe;soirée;NOM;102,37;94,36;1;6;5;5;2;NOM
calme;kalm;calmer;VER;168,54;94,16;0;5;5;4;1;ADJ,NOM,VER
disait;dizE;dire;VER;5946,15;94;0;6;0;0;2;VER
armée;aRme;armée;NOM;101,07;93,97;1;5;5;4;2;VER,ADJ,NOM
fasse;fas;faire;VER;8813,48;93,83;0;5;0;3;1;VER
garde;gaRd;garder;VER;338,4;93,72;0;5;5;4;1;NOM,VER
premier;pR2mje;premier;NOM;145,76;93,68;1;7;7;6;2;ADJ,NOM
chacun;Sak1;chacun;PRO:ind;93,61;93,61;1;6;6;4;2;PRO:ind
venue;v°ny;venir;VER;2763,82;93,14;0;5;5;4;2;VER,ADJ,NOM
porte;pORt;porter;VER;319,98;93,05;0;5;5;4;1;NOM,VER
triste;tRist;triste;ADJ;103,44;93,03;1;6;6;5;1;ADJ
gagner;gaNe;gagner;VER;294,44;92,72;1;6;6;4;2;VER
écoutez;ekute;écouter;VER;470,93;92,46;0;7;0;5;3;VER
agent;aZ@;agent;NOM;117,9;92,42;1;5;5;3;2;NOM
devenu;d°v°ny;devenir;VER;438,57;92,42;0;6;0;0;3;VER
décidé;deside;décider;VER;207,76;92,08;0;6;6;6;3;VER,ADJ
touche;tuS;toucher;VER;270,27;91,91;0;6;6;3;1;NOM,VER
exemple;Egz@pl;exemple;NOM;93,2;91,83;1;7;7;6;2;NOM
debout;d°bu;debout;ADV;91,81;91,81;1;6;4;4;2;ADV
normal;nORmal;normal;ADJ;127,15;90,98;1;6;6;6;2;ADJ,NOM
aimer;eme;aimer;VER;1655,07;90,44;1;5;5;3;2;VER
puisse;p8is;pouvoir;VER;5524,47;90,37;0;6;0;0;1;VER
préfère;pRefER;préférer;VER;179,44;90,34;0;7;0;0;2;VER
groupe;gRup;groupe;NOM;104,38;90,16;1;6;6;4;1;NOM,VER
gagné;gaNe;gagner;VER;294,44;89,92;0;5;5;4;2;VER,ADJ
aille;aj;aller;VER;9992,77;89,81;0;5;0;2;1;VER
habitude;abityd;habitude;NOM;98,22;89,71;1;8;7;6;3;NOM
pouvoir;puvwaR;pouvoir;NOM;117,87;89,52;1;7;4;3;2;NOM,VER
avocat;avoka;avocat;NOM;112,69;89,28;1;6;6;5;3;NOM
plein;pl5;plein;PRE;89,11;89,11;1;5;5;3;1;ADJ,ADV,NOM,PRE
suppose;sypoz;supposer;VER;120,31;89,07;0;7;0;0;2;VER
heureuse;2R2z;heureux;ADJ;248,45;88,71;0;8;0;0;2;ADJ,NOM
santé;s@te;santé;NOM;88,69;88,58;1;5;5;4;2;NOM
clair;klER;clair;ADJ;122,69;88,54;1;5;5;4;1;ADJ,NOM
disent;diz;dire;VER;5946,15;88,46;0;6;0;0;1;VER
mauvaise;movEz;mauvais;ADJ;252,69;88,33;0;8;0;0;2;ADJ
quitter;kite;quitter;VER;276,23;88,02;1;7;7;4;2;VER
millions;milj§;million;NOM;124,7;87,92;0;8;0;5;2;NOM
sortez;sORte;sortir;VER;884,26;87,79;0;6;0;0;2;VER
bouche;buS;bouche;NOM;90,03;87,75;1;6;6;3;1;NOM,VER
village;vilaZ;village;NOM;95,82;87,6;1;7;7;5;2;NOM
diable;djabl;diable;NOM;93,34;87,54;1;6;6;5;1;ADJ,NOM,ONO
auras;oRa;avoir;VER;13572,4;87,32;0;5;0;3;2;NOM,AUX,VER
autour;otuR;autour;ADV;87,02;87,02;1;6;5;3;2;ADV,NOM
serais;s°RE;être;VER;32236,5;86,94;0;6;0;0;2;AUX,VER
ferait;f°RE;faire;VER;8813,48;86,88;0;6;0;0;2;VER
photos;foto;photo;NOM;209,1;86,63;0;6;0;4;2;NOM
visite;vizit;visite;NOM;99,95;86,34;1;6;6;5;2;NOM,VER
disparu;dispaRy;disparaître;VER;166,13;86,21;0;7;7;7;3;VER,ADJ,NOM
enfer;@fER;enfer;NOM;88,86;86,02;1;5;5;4;2;NOM
flics;flik;flic;NOM;153,5;85,97;0;5;0;4;1;NOM
oublier;ublije;oublier;VER;486,96;85,96;1;7;7;6;3;VER
existe;Egzist;exister;VER;136,24;85,86;0;6;0;0;2;VER
faudra;fodRa;falloir;VER;1653,76;85,73;0;6;0;0;2;VER
monter;m§te;monter;VER;277,32;85,7;1;6;6;4;2;VER
livres;livR;livre;NOM;198,11;85,69;0;6;0;4;1;NOM,VER
grâce;gRas;grâce;PRE;85,61;85,61;1;5;3;4;1;NOM,ONO,PRE
bouge;buZ;bouger;VER;211,9;85,45;0;5;5;3;1;NOM,VER
mettez;mEte;mettre;VER;1004,83;85,44;0;6;0;0;2;VER
montre;m§tR;montrer;VER;327,33;85,44;0;6;6;4;1;NOM,VER
cheval;S°val;cheval;NOM;129,12;85,42;1;6;6;5;2;NOM
doivent;dwav;devoir;VER;3232,57;85,42;0;7;0;0;1;VER
marcher;maRSe;marcher;VER;364,37;85,34;1;7;7;5;2;VER
pourra;puRa;pouvoir;VER;5524,47;85,18;0;6;0;0;2;VER
cuisine;k8izin;cuisine;NOM;87,92;85,08;1;7;7;6;2;NOM,VER
ordres;ORdR;ordre;NOM;217,25;84,75;0;6;0;4;1;NOM
dîner;dine;dîner;NOM;88,45;84,73;1;5;5;4;2;ADJ,NOM,VER
vieille;vjEj;vieux;ADJ;282,2;84,59;0;7;0;4;1;ADJ,NOM
folle;fOl;fou;ADJ;321,31;84,38;0;5;0;3;1;ADJ,NOM
écrire;ekRiR;écrire;VER;305,92;84,14;1;6;5;5;2;VER
rends;R@;rendre;VER;508,81;84,13;0;5;0;2;1;VER
entre;@tR;entrer;VER;450,11;84,08;0;5;5;3;1;PRE,VER
vraie;vRE;vrai;ADJ;807,03;83,64;0;5;0;3;1;ADJ
moi-même;mwamEm;moi-même;PRO:per;83,25;83,25;1;8;6;5;2;PRO:per
promis;pRomi;promettre;VER;185,26;82,83;0;6;6;5;2;VER,ADJ,NOM
tenir;t°niR;tenir;VER;504,69;82,83;1;5;4;4;2;VER
coucher;kuSe;coucher;VER;181,96;82,63;1;7;7;4;2;NOM,VER
forme;fORm;forme;NOM;94,19;82,61;1;5;5;4;1;NOM,VER
envoyé;@vwaje;envoyer;VER;360,16;82,52;0;6;6;6;3;VER,NOM
pourriez;puRje;pouvoir;VER;5524,47;82,51;0;8;0;0;2;VER
dirai;diRE;dire;VER;5946,15;82,39;0;5;0;0;2;VER
coups;ku;coup;NOM;471,82;82,33;0;5;0;2;1;NOM
pleine;plEn;plein;ADJ;208,75;82,13;0;6;0;4;1;ADJ
compris;k§pRi;compris;ADJ;82,84;82,12;1;7;7;5;2;VER,ADJ
pouvons;puv§;pouvoir;VER;5524,47;82,09;0;7;0;0;2;VER
meurtre;m9RtR;meurtre;NOM;104,45;81,94;1;7;7;5;1;NOM
crime;kRim;crime;NOM;104,07;81,77;1;5;5;4;1;NOM
seras;s°Ra;être;VER;32236,5;81,58;0;5;0;0;2;AUX,VER
selon;s°l§;selon;PRE;81,4;81,4;1;5;4;4;2;PRE
secret;s°kRE;secret;NOM;103,49;81,34;1;6;5;5;2;ADJ,NOM
paraît;paRE;paraître;VER;122,14;81,22;0;6;0;4;2;VER
désolée;dezole;désolé;ADJ;276,66;81,19;0;7;0;6;3;VER,ADJ
sorti;sORti;sortir;VER;884,26;81,08;0;5;0;5;2;VER
devais;d°vE;devoir;VER;3232,57;81,01;0;6;0;0;2;VER
sérieux;seRj2;sérieux;ADJ;110,48;80,99;1;7;7;5;2;ADJ,NOM
appel;apEl;appel;NOM;100,18;80,88;1;5;5;4;2;NOM
savait;savE;savoir;VER;4516,71;80,85;0;6;0;0;2;VER
tourne;tuRn;tourner;VER;204,15;80,72;0;6;6;4;1;NOM,VER
partie;paRti;partir;VER;1111,97;80,41;0;6;6;5;2;NOM,VER
asseyez;asEje;asseoir;VER;322,71;80,07;0;7;0;0;3;VER
mission;misj§;mission;NOM;85,24;80,02;1;7;7;5;2;NOM
assieds;asje;asseoir;VER;322,71;79,85;0;7;0;4;2;VER
rouge;RuZ;rouge;ADJ;102,93;79,7;1;5;5;3;1;ADJ,NOM
ferme;fERm;fermer;VER;238,65;79,68;0;5;5;4;1;ADJ,ADV,NOM,VER
ouvrir;uvRiR;ouvrir;VER;413,32;79,61;1;6;6;5;2;VER
déteste;detEst;détester;VER;122,87;79,45;0;7;0;0;2;VER
réponse;Rep§s;réponse;NOM;97,06;79,19;1;7;7;5;2;NOM
porter;poRte;porter;VER;319,98;79,04;1;6;6;4;2;NOM,VER
bruit;bR8i;bruit;NOM;94,13;78,94;1;5;5;4;1;VER,NOM
frères;fRER;frère;NOM;390,39;78,94;0;6;0;4;1;NOM
aurai;oRE;avoir;VER;13572,4;78,85;0;5;5;3;2;AUX,VER
d'autres;dotR;d'autres;PRO:ind;78,71;78,71;1;8;4;4;1;ADJ:ind,PRO:ind
verra;vERa;voir;VER;4119,43;78,66;0;5;0;4;2;VER
réussi;Reysi;réussir;VER;131,88;78,63;0;6;6;5;3;ADJ,VER
terminé;tERmine;terminer;VER;142,38;78,47;0;7;0;7;3;VER
bonheur;bon9R;bonheur;NOM;78,74;78,34;1;7;7;5;2;NOM
tient;tj5;tenir;VER;504,69;78,32;0;5;0;3;1;VER
celui-là;s°l8ila;celui-là;PRO:dem;78,13;78,13;1;8;7;6;3;PRO:dem
morts;mOR;mort;NOM;460,05;78,09;0;5;0;3;1;ADJ,NOM,VER
raconte;Rak§t;raconter;VER;253,84;78,06;0;7;0;0;2;VER
emmène;@mEn;emmener;VER;272,71;77,85;0;6;0;0;2;VER
sympa;s5pa;sympa;ADJ;83,39;77,46;1;5;5;4;2;ADJ
imagine;imaZin;imaginer;VER;194,29;77,33;0;7;0;0;3;VER
balle;bal;balle;NOM;122,07;77,32;1;5;5;3;1;NOM
arrêté;aRete;arrêter;VER;993,79;77,28;0;6;6;5;3;VER,ADJ,NOM
retourne;R°tuRn;retourner;VER;245,35;77,27;0;8;8;6;2;NOM,VER
ignore;iNoR;ignorer;VER;156,55;76,78;0;6;0;0;2;VER
garde;gaRd;garde;NOM;104,47;76,76;1;5;5;4;1;NOM,VER
danger;d@Ze;danger;NOM;80,61;76,73;1;6;6;4;2;NOM
exact;Egzakt;exact;ADJ;86,8;76,66;1;5;5;6;2;ADJ
continue;k§tiny;continuer;VER;269,95;76,64;0;8;8;6;3;ADJ,VER
terrible;tERibl;terrible;ADJ;87,66;76,56;1;8;8;6;2;ADJ
dedans;d°d@;dedans;ADV;76,55;76,55;1;6;3;3;2;ADV,NOM
viennent;vjEn;venir;VER;2763,82;76,48;0;8;0;0;1;VER
pitié;pitje;pitié;NOM;76,38;76,38;1;5;4;4;2;NOM
vivant;viv@;vivant;ADJ;124,97;76,38;1;6;6;4;2;ADJ,NOM,VER
liberté;libERte;liberté;NOM;79,53;76,28;1;7;7;7;3;NOM
battre;batR;battre;VER;200,35;75,92;1;6;5;4;1;VER
devriez;d°vRje;devoir;VER;3232,57;75,83;0;7;0;0;2;VER
faisais;f°zE;faire;VER;8813,48;75,81;0;7;0;0;2;VER
surprise;syRpRiz;surprise;NOM;82,94;75,62;1;8;8;7;2;VER,ADJ,NOM
lâche;laS;lâcher;VER;171,08;75,31;0;5;5;3;1;ADJ,NOM,VER
revoir;R°vwaR;revoir;VER;162,84;75,13;1;6;6;6;2;NOM,VER
boîte;bwat;boîte;NOM;88,81;74,58;1;5;5;4;1;NOM
aurais;oRE;avoir;VER;13572,4;74,56;0;6;0;3;2;AUX,VER
fleurs;fl9R;fleur;NOM;99,75;74,56;0;6;0;4;1;NOM
moitié;mwatje;moitié;NOM;74,77;74,25;1;6;6;6;2;ADV,NOM
faudrait;fodRE;falloir;VER;1653,76;74,08;0;8;0;0;2;VER
devoir;d°vwaR;devoir;VER;3232,57;74,06;1;6;5;4;2;NOM,VER
suivre;s8ivR;suivre;VER;2090,54;73,92;1;6;5;5;1;VER
partez;paRte;partir;VER;1111,97;73,82;0;6;0;0;2;VER
poser;poze;poser;VER;217,2;73,73;1;5;5;4;2;VER
vendre;v@dR;vendre;VER;206,95;73,62;1;6;6;4;1;VER
servir;sERviR;servir;VER;309,81;73,55;1;6;6;6;2;VER
ferme;fERm;ferme;NOM;76,86;73,53;1;5;5;4;1;ADJ,ADV,NOM,VER
derrière;dERjER;derrière;ADV;73,39;73,39;1;8;6;4;2;ADV,NOM,PRE
écouter;ekute;écouter;VER;470,93;73,13;1;7;7;5;3;VER
marché;maRSe;marché;NOM;74,36;72,73;1;6;6;5;2;VER,NOM
poste;pOst;poste;NOM;82,87;72,64;1;5;5;4;1;NOM,VER
journal;ZuRnal;journal;NOM;110,8;72,5;1;7;7;6;2;NOM
avenir;av°niR;avenir;NOM;72,61;72,47;1;6;5;5;3;NOM,VER
acheté;aS°te;acheter;VER;290,7;72,38;0;6;0;5;3;VER
seconde;s°g§d;seconde;NOM;124,54;72,34;1;7;7;5;2;ADJ,NOM,VER
gauche;goS;gauche;NOM;71,78;71,66;1;6;6;3;1;ADJ,NOM
aucun;ok1;aucun;PRO:ind;71,6;71,6;1;5;5;3;2;ADJ:ind,PRO:ind
super;sypER;super;NOM;73,26;71,48;1;5;5;5;2;ADJ,NOM
radio;Radjo;radio;NOM;78,23;71,31;1;5;5;5;2;NOM
bonnes;bOn;bon;ADJ;1554,44;71,25;0;6;0;3;1;ADJ,NOM
parole;paROl;parole;NOM;103,48;71,07;1;6;6;5;2;NOM
étrange;etR@Z;étrange;ADJ;85,61;70,99;1;7;7;5;2;ADJ,NOM
banque;b@k;banque;NOM;79,35;70,79;1;6;6;3;1;NOM
courage;kuRaZ;courage;NOM;70,73;70,7;1;7;7;5;2;NOM
tante;t@t;tante;NOM;76,62;70,69;1;5;5;3;1;NOM
grosse;gRos;gros;ADJ;266,95;70,63;0;6;0;0;1;ADJ,NOM
classe;klas;classe;NOM;78,99;70,46;1;6;6;4;1;NOM,VER
secours;s°kuR;secours;NOM;70,36;70,36;1;7;7;5;2;VER,NOM
emmener;@m°ne;emmener;VER;272,71;70,34;1;7;6;3;3;VER
connu;kony;connaître;VER;961,03;70,33;0;5;5;4;2;VER,ADJ
fenêtre;f°nEtR;fenêtre;NOM;90,55;70,2;1;7;4;5;2;NOM
danser;d@se;danser;VER;137,36;70,06;1;6;6;4;2;VER
trouves;tRuv;trouver;VER;1335,49;70,05;0;7;0;0;1;VER
laisse;lEs;laisse;NOM;72,53;69,88;1;6;6;3;1;NOM,VER
envoyer;@vwaje;envoyer;VER;360,16;69,77;1;7;7;6;3;VER
devient;d°vj5;devenir;VER;438,57;69,59;0;7;0;0;2;VER
ligne;liN;ligne;NOM;89,83;69,42;1;5;5;3;1;NOM
société;sosjete;société;NOM;75,46;69,38;1;7;7;7;3;NOM
parmi;paRmi;parmi;PRE;69,17;69,17;1;5;5;5;2;PRE
bande;b@d;bande;NOM;78,36;69,1;1;5;5;3;1;NOM,VER
chéri;SeRi;chéri;NOM;171,98;69,08;1;5;5;4;2;ADJ,NOM,VER
liste;list;liste;NOM;71,56;69,07;1;5;5;4;1;NOM
petite;p°tit;petit;NOM;221,75;68,89;0;6;0;0;2;ADJ,NOM
conseil;k§sEj;conseil;NOM;87,14;68,86;1;7;7;5;2;NOM
promets;pRomE;promettre;VER;185,26;68,81;0;7;0;0;2;VER
grand;gR@;grand;NOM;92,25;68,73;1;5;5;3;1;ADJ,ADV,NOM
croit;kRwa;croire;VER;1711,99;68,72;0;5;0;4;1;VER
milieu;milj2;milieu;NOM;70,27;68,6;1;6;5;5;2;ADV,NOM
beauté;bote;beauté;NOM;72,56;68,57;1;6;5;4;2;NOM
bière;bjER;bière;NOM;81,67;68,55;1;5;3;4;1;NOM
colère;kolER;colère;NOM;68,9;67,91;1;6;4;5;2;NOM
voler;vole;voler;VER;238,82;67,88;1;5;5;4;2;VER
change;S@Z;changer;VER;411,99;67,83;0;6;6;3;1;NOM,VER
là-haut;lao;là-haut;ADV;67,78;67,78;1;7;4;3;2;ADV
signe;siN;signe;NOM;82,73;67,74;1;5;5;3;1;NOM,VER
vacances;vak@s;vacance;NOM;67,9;67,6;0;8;0;5;2;NOM
jambes;Z@b;jambe;NOM;113,82;67,51;0;6;0;3;1;NOM
prêts;pRE;prêt;ADJ;314,64;67,39;0;5;0;3;1;ADJ,NOM
départ;depaR;départ;NOM;68,49;67,35;1;6;6;5;2;NOM,VER
adresse;adREs;adresse;NOM;73,92;67,28;1;7;7;5;2;NOM,VER
époque;epOk;époque;NOM;68,44;67,23;1;6;4;4;2;NOM
vaisseau;vEso;vaisseau;NOM;83,39;67,11;1;8;8;4;2;NOM
appelles;apEl;appeler;VER;1165,48;67,07;0;8;0;4;2;VER
laquelle;lakEl;laquelle;PRO:rel;68,94;66,95;1;8;6;5;2;PRO:int,PRO:rel
salaud;salo;salaud;NOM;87,4;66,74;1;6;5;4;2;ADJ,NOM
victime;viktim;victime;NOM;106,25;66,47;1;7;7;6;2;NOM
tombe;t§b;tomber;VER;407,82;66,39;0;5;5;3;1;NOM,VER
prête;pREt;prêt;ADJ;314,64;66,25;0;5;0;0;1;ADJ,VER
héros;eRo;héros;NOM;76,58;66,17;1;5;5;3;2;NOM
système;sistEm;système;NOM;76,92;66,12;1;7;7;6;2;NOM
apporte;apORt;apporter;VER;209,91;65,97;0;7;0;0;2;VER
douleur;dul9R;douleur;NOM;75,89;65,78;1;7;5;4;2;NOM
avance;av@s;avance;NOM;69,25;65,68;1;6;6;4;2;NOM,VER
travers;tRavER;travers;NOM;65,6;65,6;1;7;7;6;2;NOM
certain;sERt5;certain;ADJ;103,57;65,2;1;7;7;5;2;ADJ,ADJ:ind
